2024-11-13 02:07:06,240 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Current SDK version is 0.18.6
2024-11-13 02:07:06,241 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Configure stats pid to 94494
2024-11-13 02:07:06,241 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Loading settings from /Users/maksat/.config/wandb/settings
2024-11-13 02:07:06,241 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Loading settings from /Users/maksat/PycharmProjects/tutorials/LunarLander_Project/wandb/settings
2024-11-13 02:07:06,241 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-11-13 02:07:06,241 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-11-13 02:07:06,241 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-11-13 02:07:06,241 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-11-13 02:07:06,241 INFO    MainThread:94494 [wandb_setup.py:_flush():79] Applying login settings: {'api_key': '***REDACTED***'}
2024-11-13 02:07:06,242 INFO    MainThread:94494 [wandb_init.py:_log_setup():533] Logging user logs to /Users/maksat/PycharmProjects/tutorials/LunarLander_Project/wandb/run-20241113_020706-y0tyhrzx/logs/debug.log
2024-11-13 02:07:06,242 INFO    MainThread:94494 [wandb_init.py:_log_setup():534] Logging internal logs to /Users/maksat/PycharmProjects/tutorials/LunarLander_Project/wandb/run-20241113_020706-y0tyhrzx/logs/debug-internal.log
2024-11-13 02:07:06,243 INFO    MainThread:94494 [wandb_init.py:_jupyter_setup():479] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x3043541a0>
2024-11-13 02:07:06,264 INFO    MainThread:94494 [wandb_init.py:init():619] calling init triggers
2024-11-13 02:07:06,264 INFO    MainThread:94494 [wandb_init.py:init():626] wandb.init called with sweep_config: {}
config: {}
2024-11-13 02:07:06,264 INFO    MainThread:94494 [wandb_init.py:init():669] starting backend
2024-11-13 02:07:06,264 INFO    MainThread:94494 [wandb_init.py:init():673] sending inform_init request
2024-11-13 02:07:06,277 INFO    MainThread:94494 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-11-13 02:07:06,279 INFO    MainThread:94494 [wandb_init.py:init():686] backend started and connected
2024-11-13 02:07:06,548 INFO    MainThread:94494 [wandb_run.py:_label_probe_notebook():1341] probe notebook
2024-11-13 02:07:06,549 INFO    MainThread:94494 [wandb_init.py:init():781] updated telemetry
2024-11-13 02:07:06,736 INFO    MainThread:94494 [wandb_init.py:init():814] communicating run to backend with 90.0 second timeout
2024-11-13 02:07:07,394 INFO    MainThread:94494 [wandb_init.py:init():867] starting run threads in backend
2024-11-13 02:07:08,041 INFO    MainThread:94494 [wandb_run.py:_console_start():2451] atexit reg
2024-11-13 02:07:08,041 INFO    MainThread:94494 [wandb_run.py:_redirect():2299] redirect: wrap_raw
2024-11-13 02:07:08,042 INFO    MainThread:94494 [wandb_run.py:_redirect():2364] Wrapping output streams.
2024-11-13 02:07:08,042 INFO    MainThread:94494 [wandb_run.py:_redirect():2389] Redirects installed.
2024-11-13 02:07:08,048 INFO    MainThread:94494 [wandb_init.py:init():911] run started, returning control to user process
2024-11-13 02:07:08,052 INFO    MainThread:94494 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-13 02:07:08,052 INFO    MainThread:94494 [wandb_init.py:_pause_backend():444] pausing backend
2024-11-13 02:08:26,730 INFO    MainThread:94494 [wandb_init.py:_resume_backend():449] resuming backend
2024-11-13 02:08:26,735 INFO    MainThread:94494 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-13 02:08:26,737 INFO    MainThread:94494 [wandb_init.py:_pause_backend():444] pausing backend
2024-11-13 02:09:32,843 INFO    MainThread:94494 [wandb_init.py:_resume_backend():449] resuming backend
2024-11-13 02:09:32,846 INFO    MainThread:94494 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-13 02:09:32,847 INFO    MainThread:94494 [wandb_init.py:_pause_backend():444] pausing backend
2024-11-13 02:10:59,370 INFO    MainThread:94494 [wandb_init.py:_resume_backend():449] resuming backend
2024-11-13 02:12:05,908 INFO    MainThread:94494 [jupyter.py:save_ipynb():387] not saving jupyter notebook
